,0,1,2,3
0,16155.925,19.5975,1.5197825,89242220.0
1,16102.713,20.17,1.5316551,44149464.0
2,16174.022,21.0,1.5150349,30208528.0
3,16391.393,20.995,1.50316,19939692.0
4,16483.168,19.58,1.45092,26549056.0
5,16722.197,20.31,1.41767,17897294.0
6,17140.402,19.907501,1.412925,9361338.0
7,17281.662,20.14,1.3891749,11881698.0
8,17534.588,19.965,1.4247975,16901362.0
9,17626.605,19.3325,1.424795,9866673.0
10,17527.805,19.682499,1.4247975,9390815.0
11,17803.717,19.675,1.42242,4337462.0
12,17594.451,19.4875,1.3891776,4931231.0
13,17572.848,19.0125,1.3891776,4931231.0
14,17699.613,19.035,1.3274375,7377896.0
15,17958.684,19.6075,1.439045,23106460.0
16,17798.293,19.485,1.5696476,43943120.0
17,17457.719,19.6925,1.5577775,12062776.0
18,17575.79,19.5775,1.505535,7316835.0
19,17410.34,20.119999,1.44617,7872704.0
20,17259.44,20.8575,1.408175,3181507.0
21,16882.623,20.58,1.403425,2739339.0
22,16958.11,20.055,1.455665,5212324.0
23,17091.24,20.08,1.45804,2151886.0
24,17274.555,18.7175,1.4580425,2825667.0
25,17410.52,19.1525,1.5601525,36390464.0
26,17641.705,18.875,1.67651,49743950.0
27,17469.898,18.995,1.638515,15429573.0
28,17221.473,19.045,1.5933975,9717178.0
29,17283.844,18.8775,1.6052725,13433498.0
30,17271.574,18.4225,1.6123974,7139968.0
31,17121.26,18.02,1.705005,75705550.0
32,17264.848,17.91,1.695505,25395208.0
33,17594.27,17.7325,1.7145075,22300028.0
34,17669.332,17.18,1.7501249,21238824.0
35,17553.785,17.5075,1.7596226,34103820.0
36,17466.285,17.6,1.738255,13557727.0
37,17610.713,17.5125,1.7335025,16581317.0
38,17577.107,17.25,1.69076,11313195.0
39,17445.814,16.76,1.6337675,11452163.0
40,17271.125,16.76,1.6147699,7032584.0
41,17130.336,16.8775,1.60527,2598266.0
42,17188.652,17.4725,1.626645,3924771.0
43,17134.875,17.0925,1.62427,1680240.0
44,17097.096,17.145,1.6147676,6632527.0
45,17286.32,19.555,1.63139,6224047.0
46,17589.113,20.2775,1.657515,3015168.0
47,17676.992,19.935,1.6266425,6434604.0
48,17612.918,18.699999,1.629015,5362872.0
49,17504.1,18.71,1.6123976,3844760.0
50,17364.385,18.5275,1.5934,4038472.0
51,17082.816,18.5,1.524535,4783841.0
52,16763.633,18.2425,1.453295,7043112.0
53,16471.008,19.565,1.4010475,3741587.0
54,16334.4,19.8875,1.3891749,2168731.0
55,15776.75,20.255001,1.3488075,2204526.0
56,15471.817,20.2675,1.296565,2905678.0
57,15717.617,21.557499,1.332185,2252953.0
58,15287.385,21.145,1.282315,2684594.0
59,14771.324,21.6425,1.25857,3261519.0
60,15166.53,21.717499,1.3036875,1404411.0
61,15293.68,20.365,1.3131875,1385461.0
62,15246.582,20.205,1.30369,2899362.0
63,15467.199,21.1425,1.341685,1269655.0
64,15657.33,21.275,1.3511825,1250705.0
65,15627.45,21.0,1.3345599,1819207.0
66,15762.457,21.755001,1.32506,842226.0
67,16124.947,24.06,1.3013151,1212805.0
68,15866.57,26.815,1.26807,1099104.0
69,15616.907,28.805,1.24907,810642.0
70,15238.548,28.465,1.2110775,1303344.0
71,15068.673,27.09,1.1018425,6489348.0
72,14660.228,27.1275,0.99260503,5750295.0
73,14971.133,25.94,0.949865,2554049.0
74,14579.615,24.13,0.8905,3147818.0
75,14326.3,24.6675,0.8430075,2172942.0
76,14948.71,24.2075,0.8905,1433889.0
77,15041.617,26.005001,0.9522375,2865673.0
78,15036.6875,27.942501,0.94273996,1179116.0
79,15045.28,27.102499,0.8952475,1021199.0
80,14957.8125,25.81,0.878625,1545484.0
81,14864.686,24.28,1.0234799,3482603.0
82,14876.643,23.877499,1.1042175,3514186.0
83,15155.532,23.8225,1.15171,3419436.0
84,15333.037,24.4825,1.154085,4070055.0
85,15555.67,25.0425,1.1944525,3202563.0
86,15667.338,25.285,1.19208,947504.0
87,15720.367,27.157501,1.1944525,772742.0
88,15772.0625,28.3525,1.175455,1225438.0
89,15501.686,29.375,1.15171,1080154.0
90,15429.192,27.2625,1.1374625,1204383.0
91,14943.918,26.6225,1.07097,2461404.0
92,15004.242,25.34,1.0852175,1523376.0
93,15263.668,25.164999,1.118465,600086.0
94,15209.402,26.9725,1.1208425,366368.0
95,15162.2295,27.0525,1.1018425,282146.0
96,15255.025,27.33,1.0970925,412691.0
97,15150.205,26.6575,1.073345,875915.0
98,14979.59,26.5375,1.101845,978034.0
99,14454.407,27.3125,1.0994675,360051.0
100,14490.92,27.7225,1.087595,195817.0
101,14529.5,29.4575,1.063845,166340.0
102,14575.04,27.814999,1.05435,694836.0
103,14248.415,28.18,1.011605,298990.0
104,14074.545,26.1375,0.97123504,1345455.0
105,14227.535,24.6225,0.95699,709575.0
106,14516.295,25.314999,0.990235,143178.0
107,14596.235,23.092499,1.0163575,513758.0
108,15026.575,23.5275,1.0377275,800114.0
109,14966.522,24.56,1.087595,2653011.0
110,15112.145,23.735,1.2087024,8639129.0
111,15328.748,24.2675,1.189705,2301381.0
112,15424.037,26.07,1.158835,871703.0
113,15307.918,27.2025,1.1350875,616930.0
114,15520.013,26.8675,1.1445875,372685.0
115,15117.695,30.785,1.1065924,1229649.0
116,14933.067,30.7925,1.0780976,244245.0
117,15117.348,28.17,1.092345,526391.0
118,14966.808,28.675,1.056725,168445.0
119,14672.013,28.4825,1.073345,795903.0
120,14757.082,27.2875,1.092345,404268.0
121,14807.248,28.045,1.047225,1008565.0
122,14804.947,26.66,1.051975,648514.0
123,14974.875,28.182499,1.0757225,341101.0
124,14978.825,28.69,1.0781,490596.0
125,14651.237,27.6025,1.056725,397952.0
126,15167.21,26.2075,1.106595,736947.0
127,15393.058,24.9625,1.09947,2021341.0
128,15354.223,25.3575,1.1113424,787481.0
129,15457.87,24.7075,1.1920775,6758860.0
130,15424.689,23.89,1.19683,2242426.0
131,15268.66,23.485,1.1588349,2099247.0
132,15235.078,23.7675,1.1540849,473752.0
133,15279.31,22.2975,1.15646,583241.0
134,15331.676,22.0725,1.13984,589558.0
135,15319.067,22.5525,1.1137176,305307.0
136,15416.984,22.645,1.11609,160023.0
137,15815.795,22.7325,1.13034,905393.0
138,16019.918,22.865,1.12559,320046.0
139,16034.1875,22.49,1.14696,402163.0
140,16127.885,21.89,1.144585,383213.0
141,16020.883,21.775,1.11609,463224.0
142,16007.747,21.3625,1.11134,414796.0
143,16081.468,21.775,1.1350875,336890.0
144,16141.897,22.485,1.13509,421113.0
145,15902.933,21.4475,1.180205,1716035.0
146,15883.457,21.85,1.2277,4750152.0
147,15972.547,20.8775,1.2371974,5697656.0
148,15919.745,21.9825,1.208705,1564434.0
149,15859.582,24.01,1.22295,1911852.0
150,15723.713,25.1525,1.2490726,2874095.0
151,15838.058,26.7725,1.251445,1947647.0
152,15863.598,27.9875,1.282315,10934194.0
153,15801.897,26.380001,1.30369,3901610.0
154,15691.37,25.9175,1.27282,3046751.0
155,15519.018,27.3975,1.25857,1930802.0
156,15519.332,29.02,1.30844,8458051.0
157,15404.74,28.1675,1.32506,4312195.0
158,15135.51,27.7375,1.29894,2596160.0
159,15190.342,26.0025,1.2989374,867492.0
160,15247.707,24.7625,1.30606,1972913.0
161,14899.645,24.46,1.2751925,1301239.0
162,14726.766,25.0775,1.241945,1465473.0
163,14521.018,29.119999,1.2087026,1709718.0
164,14122.115,29.1775,1.1398375,2893045.0
165,14063.883,29.8875,1.139835,1330716.0
166,14265.643,28.58,1.184955,2855145.0
167,14280.123,29.29,1.19683,2579316.0
168,14150.237,30.305,1.20158,1324400.0
169,14212.162,30.3875,1.2846925,10220408.0
170,13846.702,31.445,1.2466974,3021484.0
171,13426.888,33.2625,1.2205725,3322580.0
172,13265.478,29.58,1.1588324,2383498.0
173,13477.54,27.805,1.2087026,3623676.0
174,13421.915,28.5075,1.2775675,3574195.0
175,13376.808,29.11,1.2561951,749581.0
176,13106.215,28.755,1.2561951,859070.0
177,12798.05,30.345,1.2158275,1309661.0
178,12563.975,33.94,1.220575,623247.0
179,12825.043,34.075,1.24432,1861319.0
180,12846.583,31.21,1.251445,1395989.0
181,12867.675,31.085,1.22295,882231.0
182,12674.99,31.945,1.2110775,294779.0
183,12707.657,30.032501,1.225325,446380.0
184,12738.947,28.7325,1.251445,1088577.0
185,12623.297,27.175001,1.2965649,11527963.0
186,12245.532,26.645,1.2561924,4943864.0
187,12453.383,24.092499,1.2728175,2665644.0
188,12243.718,24.3525,1.26807,2084508.0
189,12227.192,25.0,1.265695,3438386.0
190,12573.697,27.8475,1.3084376,15555907.0
191,12888.987,28.0075,1.3298125,3935299.0
192,12741.713,24.51,1.317935,2722494.0
193,12870.942,24.8325,1.42242,30623324.0
194,13510.592,24.8475,1.5174075,18312090.0
195,13500.45,24.46,1.5031575,14627353.0
196,13370.82,25.7625,1.612395,27987156.0
197,13240.558,25.1925,1.688385,41904936.0
198,13252.607,24.9875,1.7026324,20621894.0
199,13315.885,24.68,1.7026324,20621894.0
200,13296.303,24.655,1.7168775,5518683.0
201,13712.047,24.2625,1.683635,8923380.0
202,13744.322,23.99,1.66939,4590130.0
203,13477.33,22.3625,1.785745,35906184.0
204,13538.572,22.0075,1.89854,19574376.0
205,13546.513,21.3925,1.8759825,4402734.0
206,13541.155,21.34,1.8831074,7967454.0
207,13583.59,21.3825,1.8451099,6946256.0
208,13626.912,21.8525,1.79287,5910318.0
209,13429.0,21.215,1.7928675,11292140.0
210,13260.747,20.6975,1.826115,4876486.0
211,13347.255,22.15,1.8403625,10121446.0
212,13613.123,22.6425,1.8379875,9529783.0
213,13542.755,22.7725,1.9211,38399172.0
214,13596.277,22.3125,1.88311,8765463.0
215,13839.529,21.605,1.9305949,10902610.0
216,13874.95,20.1925,2.0659525,25036208.0
217,13760.895,20.2625,2.0600176,4091111.0
218,13824.268,20.02,2.1431324,5255488.0
219,13727.17,19.89,2.1312575,4379573.0
220,13660.6455,20.695,2.149065,7638986.0
221,13475.902,21.005001,2.0362701,6453554.0
222,13221.689,21.135,2.042205,6996789.0
223,13197.388,22.622501,2.2618625,28677782.0
224,13203.407,23.4125,2.3093576,6872561.0
225,13328.425,23.225,2.344975,18642664.0
226,13557.154,22.3725,2.4459,23502304.0
227,13608.63,21.9125,2.5230749,13852506.0
228,13785.877,20.3475,2.6536825,21731526.0
229,13724.64,19.907501,2.60619,5917688.0
230,13556.689,20.5425,2.5052676,7792692.0
231,13516.564,21.2625,2.4459,7169445.0
232,13375.763,21.2025,2.4102774,2181364.0
233,13079.85,19.9725,2.28561,12125943.0
234,13006.38,19.4225,2.344975,7085223.0
235,13041.067,19.25,2.2856126,4221656.0
236,13017.548,19.105,2.3627849,7561080.0
237,13110.617,20.08,2.6358724,12681812.0
238,13184.367,21.3625,2.7783525,10840496.0
239,13047.348,22.7675,2.7783551,4305878.0
240,12967.748,24.17,2.73086,1355983.0
241,12887.547,22.69,2.671495,3398380.0
242,13016.16,21.5775,2.5883799,4996503.0
243,13129.885,23.0525,2.53495,3432069.0
244,13177.13,23.425,2.724925,16351810.0
245,13108.103,22.5,2.7189875,8142216.0
246,12702.8125,23.19,2.5824425,8683346.0
247,12695.5,24.8025,2.6418076,1951858.0
248,12559.078,24.5175,2.6536825,6358803.0
249,12605.07,23.56,2.790225,12488100.0
250,12682.888,22.52,2.831785,5101782.0
251,12640.522,22.67,2.8733401,9681383.0
252,12527.752,21.7925,2.825845,2874095.0
253,12450.308,20.662498,2.7249224,6662004.0
254,12307.311,20.1475,2.653685,8641235.0
255,12301.109,20.244999,2.718985,2928840.0
256,12224.678,21.525,2.6833649,477963.0
257,12201.015,21.17,2.665555,4870170.0
258,12117.13,21.96,2.6418126,2225581.0
259,12128.225,20.7525,2.6536825,1960280.0
260,12077.165,20.4825,2.7011776,7832698.0
261,12221.433,20.225,2.724925,98934136.0
262,12403.705,20.45,2.754605,4364834.0
263,12485.734,21.5025,2.7130525,1212805.0
264,12382.338,22.9825,2.65962,5453411.0
265,12187.77,23.855,2.5527601,7259985.0
266,12113.152,23.2725,2.398405,5522894.0
267,12004.737,22.692501,2.4637074,1878163.0
268,11741.582,22.1225,2.434025,2495093.0
269,11742.49,20.505,2.475585,1080154.0
270,11719.65,20.51,2.5112026,871703.0
271,11858.787,21.48,2.6358726,2440349.0
272,12056.768,22.495,2.7189875,3242569.0
273,11981.5625,24.3925,2.724925,2183470.0
274,11730.452,25.0275,2.8080375,6798866.0
275,11495.27,25.58,2.950515,14715787.0
276,11452.915,26.54,3.0989351,8552801.0
277,11263.803,27.95,3.08706,3760537.0
278,11298.647,30.275,3.027695,4628030.0
279,11226.138,32.5325,3.0217576,3293102.0
280,11274.415,42.265,3.1523623,3928982.0
281,11233.325,40.245,3.2057924,958032.0
282,11225.835,40.05,3.1582975,1676029.0
283,11251.965,42.5175,3.12268,2747761.0
284,11132.168,45.9,3.0811224,3301524.0
285,10982.752,39.440002,3.03363,5434461.0
286,11007.925,36.485,3.05144,4190072.0
287,10977.548,35.1225,3.0455024,3916349.0
288,10794.465,34.8875,3.116745,4385890.0
289,10460.859,32.4575,3.164235,2137147.0
290,10296.202,33.0275,3.0633125,1507584.0
291,10367.383,31.8475,3.1048675,292673.0
292,9513.855,31.84,2.558695,21190396.0
293,9595.975,31.4525,2.6833675,8470684.0
294,9613.355,33.275,2.7783551,4103744.0
295,9344.987,35.45,2.5230775,8599123.0
296,9412.385,35.0225,2.4696474,6519879.0
297,9474.825,32.82,2.54089,5333394.0
298,9349.335,31.355,2.6477475,5238643.0
299,8976.965,34.145,2.6358726,2646694.0
300,9306.949,33.965,2.9148974,7106279.0
301,9336.942,33.7625,2.9386425,2398237.0
302,9473.234,35.2075,2.96833,1671818.0
303,9968.702,31.3325,3.009885,1137005.0
304,10186.383,31.057499,2.9980125,1052782.0
305,10233.607,29.1425,3.045505,6101924.0
306,10044.97,31.0125,3.0870626,1480211.0
307,10207.165,33.6175,3.116745,1899219.0
308,10310.947,33.135002,3.1167426,875915.0
309,10527.978,33.2125,3.12268,1000143.0
310,10436.798,31.572498,3.03363,3438386.0
311,10159.895,30.77,2.9802,2450876.0
312,10149.78,29.8375,2.99801,1831841.0
313,10200.678,29.0475,3.03363,1791835.0
314,9975.583,28.36,3.0395675,2697227.0
315,9867.473,28.205,3.0811224,1250705.0
316,9815.755,30.567501,3.1939201,2280326.0
317,10078.94,27.195,3.3126526,12123838.0
318,10228.418,26.532501,3.4907498,5278649.0
319,10385.203,25.4525,3.5560524,4583813.0
320,10267.745,24.945,3.52637,1056993.0
321,10051.905,24.1125,3.5560524,1488634.0
322,10034.245,24.0775,3.6035476,1337033.0
323,10141.6045,23.53,3.5916724,3187824.0
324,10213.92,24.125,3.532305,3371008.0
325,10308.327,23.779999,3.5501175,4560652.0
326,10436.0,25.1675,3.538245,1016987.0
327,10340.058,25.735,3.4551325,2198209.0
328,10427.498,24.4475,3.4313824,993826.0
329,10612.77,24.83,3.5857348,1225438.0
330,10593.765,22.975,3.5857375,3514186.0
331,10867.05,23.675,3.763835,5817673.0
332,11103.758,23.57,3.6866598,6719908.0
333,11267.82,25.26,3.6629124,4870170.0
334,11335.6455,25.0875,3.799455,4661719.0
335,11305.6,25.11,3.7579024,2111881.0
336,11210.877,25.5875,3.7579026,3192035.0
337,11198.107,24.9175,3.8647625,6131402.0
338,11307.266,24.575,4.019115,7068378.0
339,11327.147,22.880001,4.1319075,4002677.0
340,11132.37,23.1,4.333755,10035118.0
341,11022.795,22.8225,4.2447076,13507193.0
342,11217.763,22.8525,4.2209625,7954821.0
343,11178.998,22.27,4.3456326,4316406.0
344,11275.635,21.8,4.4287453,6099819.0
345,11598.6875,21.3775,4.4702997,5476572.0
346,11798.803,23.14,4.38125,4406945.0
347,11789.957,23.35,4.4821725,9361338.0
348,11779.353,21.83,4.7552576,8521218.0
349,11709.832,20.8375,4.761195,6371437.0
350,11750.853,21.7125,4.73151,4019522.0
351,11680.68,21.7575,4.7077675,5676601.0
352,11458.5625,21.627499,4.6127777,4209022.0
353,11466.955,22.300001,4.6602726,2408765.0
354,11499.877,22.4125,4.6127777,2855145.0
355,11552.55,23.7,4.5296674,3253096.0
356,11559.002,23.1025,4.52373,3819493.0
357,11320.22,23.335001,4.5237303,1269655.0
358,11207.912,22.8175,4.5356026,351629.0
359,11308.265,22.6125,4.45249,2366654.0
360,11383.1,21.105,4.458425,1646551.0
361,11407.095,21.17,4.529665,2036080.0
362,11332.185,22.7375,4.4881124,1427572.0
363,11630.995,21.8325,4.684015,4550124.0
364,11793.262,21.155,4.6009026,3526820.0
365,11744.803,23.87,4.5771575,5830307.0
366,11576.455,25.3525,4.5415373,4775419.0
367,11286.785,26.07,4.3812504,7091540.0
368,11220.635,25.470001,4.3396926,2863567.0
369,11133.473,23.89,4.27439,1600229.0
370,11030.453,22.91,4.14972,4621713.0
371,10997.72,21.95,4.05473,5453411.0
372,10932.54,20.8725,4.155658,5097570.0
373,10999.072,21.7325,4.36344,7289463.0
374,10997.995,22.17,4.4584274,2446665.0
375,10891.443,24.192501,4.3218822,2676172.0
376,10748.8125,23.5,4.3040724,3400486.0
377,10769.107,23.0625,4.3753123,1278077.0
378,10780.675,23.522501,4.3871875,8295922.0
379,10789.058,22.365,4.4465523,3084651.0
380,10893.703,21.66,4.43468,5952429.0
381,10812.075,21.4775,4.3396897,397952.0
382,10739.082,20.49,4.262515,1134899.0
383,10717.362,20.622501,4.2565827,407427.0
384,10603.638,20.605,4.1912775,791692.0
385,10589.515,20.0625,4.2862625,1355983.0
386,10490.275,20.385,4.3931227,6247208.0
387,10477.103,19.630001,4.43468,8222227.0
388,10717.029,20.2075,4.4940476,659042.0
389,10997.73,18.6025,4.4703026,332679.0
390,10945.78,18.965,4.517795,1191749.0
391,10907.623,18.3525,4.482175,971718.0
392,10747.305,18.56,4.4999847,699047.0
393,10800.14,18.435,4.57716,6979945.0
394,10676.293,18.0275,4.6187153,2749867.0
395,10581.902,18.355,4.5830975,1996075.0
396,10583.308,18.205,4.5118575,966454.0
397,10617.945,17.8775,4.5415425,907498.0
398,10559.03,17.29,4.49998,1476000.0
399,10434.925,18.9575,4.511855,760109.0
400,10644.848,19.2025,4.5118575,332679.0
401,10939.115,19.869999,4.5534124,829592.0
402,10982.982,19.807499,4.535605,202134.0
403,11159.775,19.16,4.55935,2532993.0
404,11241.728,19.9975,4.5237303,2234003.0
405,11266.598,19.4525,4.4821725,1061204.0
406,11300.713,18.715,4.5296674,1004354.0
407,11231.1875,19.4825,4.4346776,1882374.0
408,11250.798,19.72,4.280328,3531031.0
409,11251.362,19.904999,4.250645,1198066.0
410,11235.258,18.445,4.2684526,1360194.0
411,11240.635,18.425,4.2328324,2017130.0
412,11086.463,18.682499,4.2565804,570608.0
413,10885.548,18.349998,4.16753,2747761.0
414,10858.57,19.6525,4.155658,2255059.0
415,10836.127,19.76,4.3100076,1546537.0
416,10768.99,20.3375,4.387185,2116092.0
417,10912.603,21.2675,4.3159447,1945541.0
418,11026.365,21.4175,4.22096,3268888.0
419,10945.777,20.86,4.1615925,673780.0
420,10825.518,20.15,4.04286,8807574.0
421,10796.035,20.3625,4.0013027,3469443.0
422,10778.98,22.1375,3.888505,7409480.0
423,10731.138,20.8025,3.7875824,9325543.0
424,10659.95,21.2125,3.9122548,10275152.0
425,10760.766,22.18,4.0191126,2897256.0
426,10678.065,21.4725,4.072545,2295065.0
427,10727.585,19.625,4.125975,1084365.0
428,10755.335,19.21,4.102227,701153.0
429,11012.23,18.9,4.1319075,2404554.0
430,11153.255,17.995,4.2031474,1970808.0
431,11209.692,19.045,4.34563,9590844.0
432,11208.575,19.5475,4.458425,4863853.0
433,11226.1875,20.02,4.4168677,1814996.0
434,11370.585,18.6575,4.4287453,1537062.0
435,11398.678,18.592499,4.3396926,490596.0
436,11411.22,20.34,4.250645,1482317.0
437,11330.85,20.33,4.197212,814853.0
438,11412.678,20.8725,4.197212,200029.0
439,11684.0205,22.085001,4.250645,412691.0
440,11811.647,23.904999,4.197215,1046465.0
441,11755.939,23.09,4.209085,892759.0
442,11710.162,23.6775,4.209085,1203330.0
443,11807.902,24.65,4.1734676,934870.0
444,11824.393,23.807499,4.1912746,732736.0
445,11687.34,23.7175,4.2506423,1539167.0
446,11702.633,24.42,4.2862625,4524857.0
447,11750.545,24.8,4.280328,760109.0
448,11817.67,27.2425,4.262515,564291.0
449,11818.28,25.27,4.244705,530602.0
450,11947.085,24.465,4.2090874,2737233.0
451,11851.782,26.785,4.1615925,1585490.0
452,11759.232,27.7375,4.155655,1073838.0
453,11681.853,27.5975,4.1734676,1528639.0
454,11633.055,26.915,4.173465,1027515.0
455,11578.058,29.45,4.25658,3842654.0
456,11576.348,27.372501,4.262515,1132793.0
457,11474.395,25.474998,4.197212,2065558.0
458,11369.213,26.4025,4.1497173,2124514.0
459,11344.098,28.465,4.1912775,212662.0
460,11344.782,29.5225,4.1794,690625.0
461,11278.505,26.8475,4.179405,313729.0
462,11359.112,28.3625,4.108165,1063310.0
463,11410.045,29.0775,4.0903525,1364405.0
464,11280.258,32.61,4.072542,1225438.0
465,11278.59,34.6175,4.0487947,745370.0
466,11250.545,33.4875,4.0666075,696942.0
467,11149.907,35.835,4.0547323,242140.0
468,11147.498,36.16,4.02505,1214910.0
469,10996.772,35.0125,3.894445,6280897.0
470,10853.968,34.7975,3.5501175,12848152.0
471,10909.498,37.184998,3.514495,5068093.0
472,10748.298,40.5375,3.5798,2088719.0
473,10693.623,43.8425,3.5382426,2469827.0
474,10603.572,44.08,3.50856,435852.0
475,10596.385,40.215,3.5501175,1358089.0
476,10620.78,37.1075,3.538245,1210699.0
477,10408.335,32.575,3.4017,2427715.0
478,10483.4,31.8325,3.4670024,1092788.0
479,10624.26,32.629997,3.56199,1857107.0
480,10487.615,39.9025,3.54418,793798.0
481,10505.355,43.502502,3.6272926,1831841.0
482,10669.965,42.1075,3.8172674,4046894.0
483,10804.178,39.8675,3.8706975,2225581.0
484,10858.373,37.5275,3.7994552,572713.0
485,10784.838,37.1575,3.6688476,5318655.0
